Sentence_ID,sentence,Tokens,NER_Tags,Dialect
1311,"فريال : اسكتي يا ولية شو بتخبصي أي والله كريم ما في أحسن ولا اجدع منه , أي أنا","['فريال', ':', 'اسكتي', 'يا', 'ولية', 'شو', 'بتخبصي', 'أي', 'والله', 'كريم', 'ما', 'في', 'أحسن', 'ولا', 'اجدع', 'منه', ',', 'أي', 'أنا']","['B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Lebanon
1312,"بنسي يوم طلب منه زوجي فلوس وأعطاه , والله ما قصر .","['بنسي', 'يوم', 'طلب', 'منه', 'زوجي', 'فلوس', 'وأعطاه', ',', 'والله', 'ما', 'قصر', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Oman
1313,فريال : أي والله أنا ميش شايفة أشي .,"['فريال', ':', 'أي', 'والله', 'أنا', 'ميش', 'شايفة', 'أشي', '.']","['B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Syria
1314,فيروز : ايي انجرحت .,"['فيروز', ':', 'ايي', 'انجرحت', '.']","['B-PERS', 'O', 'O', 'O', 'O']",Lebanon
1315,فيروز : قومي وحدة عميه ما بتستاهلي الوحدة تقعد معك .,"['فيروز', ':', 'قومي', 'وحدة', 'عميه', 'ما', 'بتستاهلي', 'الوحدة', 'تقعد', 'معك', '.']","['B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Jordan
1316,فريال : أنا عميه . . يا مجنونة .,"['فريال', ':', 'أنا', 'عميه', '.', '.', 'يا', 'مجنونة', '.']","['B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Syria
1317,فيروز : أي والله لاوريكي تعالى جاي . تركض خلف فريال,"['فيروز', ':', 'أي', 'والله', 'لاوريكي', 'تعالى', 'جاي', '.', 'تركض', 'خلف', 'فريال']","['B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS']",Tunisia
1318,كريم يمشى داخل المسرح شمال ويمين بعصبية وبشكل يدعو للخوف إضافة موسيقى تصورية تعبر عن مدى الخوف والغضب . . . دخول هبه زوجة كريم وهى مستغربة من تصرفات كريم .,"['كريم', 'يمشى', 'داخل', 'المسرح', 'شمال', 'ويمين', 'بعصبية', 'وبشكل', 'يدعو', 'للخوف', 'إضافة', 'موسيقى', 'تصورية', 'تعبر', 'عن', 'مدى', 'الخوف', 'والغضب', '.', '.', '.', 'دخول', 'هبه', 'زوجة', 'كريم', 'وهى', 'مستغربة', 'من', 'تصرفات', 'كريم', '.']","['B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'B-PERS', 'O', 'O', 'O', 'O', 'B-PERS', 'O']",Egypt
1319,هبه : كريم . . كريم شو مالك . . كريم . . كريم,"['هبه', ':', 'كريم', '.', '.', 'كريم', 'شو', 'مالك', '.', '.', 'كريم', '.', '.', 'كريم']","['B-PERS', 'O', 'B-PERS', 'O', 'O', 'B-PERS', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'O', 'B-PERS']",Lebanon
1320,تقوم هبه بالوقوف أمامه حتى يراها ولكنه لا يعطيها اهتمام وكأنه لم يراها ويقف كريم بشكل مفاجأ ويقول .,"['تقوم', 'هبه', 'بالوقوف', 'أمامه', 'حتى', 'يراها', 'ولكنه', 'لا', 'يعطيها', 'اهتمام', 'وكأنه', 'لم', 'يراها', 'ويقف', 'كريم', 'بشكل', 'مفاجأ', 'ويقول', '.']","['O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'O', 'O', 'O']",Modern Standard Arabic
1321,كريم : زبالة .,"['كريم', ':', 'زبالة', '.']","['B-PERS', 'O', 'O', 'O']",Sudan
1322,ويستمر بالسير على ما كان عليه,"['ويستمر', 'بالسير', 'على', 'ما', 'كان', 'عليه']","['O', 'O', 'O', 'O', 'O', 'O']",Oman
1323,فجأة صوت راديو يتحدث عن الأحداث الداخلية وعن توقع هجوم قطاع غزة .,"['فجأة', 'صوت', 'راديو', 'يتحدث', 'عن', 'الأحداث', 'الداخلية', 'وعن', 'توقع', 'هجوم', 'قطاع', 'غزة', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'O']",Modern Standard Arabic
1324,"كريم : سامعة الراديو , بدهم يموتونا , بدهم يحرقونا , بدهم يخلونا زبالة , بدي أموت بدي أموت .","['كريم', ':', 'سامعة', 'الراديو', ',', 'بدهم', 'يموتونا', ',', 'بدهم', 'يحرقونا', ',', 'بدهم', 'يخلونا', 'زبالة', ',', 'بدي', 'أموت', 'بدي', 'أموت', '.']","['B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Jordan
1325,ويحاول كريم قتل نفسه ولكن هبه تستطيع منعه وتهدئته وتأتى مريم مسرعة وتقوم بحضن أبوها,"['ويحاول', 'كريم', 'قتل', 'نفسه', 'ولكن', 'هبه', 'تستطيع', 'منعه', 'وتهدئته', 'وتأتى', 'مريم', 'مسرعة', 'وتقوم', 'بحضن', 'أبوها']","['O', 'B-PERS', 'O', 'O', 'O', 'B-PERS', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'O', 'O', 'O']",Modern Standard Arabic
1326,وهى تنادى .,"['وهى', 'تنادى', '.']","['O', 'O', 'O']",Egypt
1327,"لكن حينها يفقد كريم ما تبقى من الإدراك والإحساس وتقوم هبه بمساندة كريم على الوقوف وإخراجه من المسرح , وفى لحظة خروج كريم ومريم وهبه . . تدخل فيروز فريال .","['لكن', 'حينها', 'يفقد', 'كريم', 'ما', 'تبقى', 'من', 'الإدراك', 'والإحساس', 'وتقوم', 'هبه', 'بمساندة', 'كريم', 'على', 'الوقوف', 'وإخراجه', 'من', 'المسرح', ',', 'وفى', 'لحظة', 'خروج', 'كريم', 'ومريم', 'وهبه', '.', '.', 'تدخل', 'فيروز', 'فريال', '.']","['O', 'O', 'O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'B-PERS', 'B-PERS', 'O', 'O', 'O', 'B-PERS', 'B-PERS', 'O']",Modern Standard Arabic
1328,فيروز : أسمعتي . . . . : :,"['فيروز', ':', 'أسمعتي', '.', '.', '.', '.', ':', ':']","['B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Syria
1329,"فيروز : ولك كانوا يصرخوا , يمكن طلقها .","['فيروز', ':', 'ولك', 'كانوا', 'يصرخوا', ',', 'يمكن', 'طلقها', '.']","['B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Syria
1330,فريال : لا يا فصيحة وشو عرفك .,"['فريال', ':', 'لا', 'يا', 'فصيحة', 'وشو', 'عرفك', '.']","['B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Libya
1331,فيروز : ما هو أي واحد بصرخ بكون طلق مرته .,"['فيروز', ':', 'ما', 'هو', 'أي', 'واحد', 'بصرخ', 'بكون', 'طلق', 'مرته', '.']","['B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Jordan
1332,"فريال : هههه باستهزاء , لا . . شاطرة وفهمانه يخزى العين عنك .","['فريال', ':', 'هههه', 'باستهزاء', ',', 'لا', '.', '.', 'شاطرة', 'وفهمانه', 'يخزى', 'العين', 'عنك', '.']","['B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Yemen
1333,فريال : ولك سيبى الناس فى حالهم .,"['فريال', ':', 'ولك', 'سيبى', 'الناس', 'فى', 'حالهم', '.']","['B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Egypt
1334,فيروز : أي تعالى . . . . وتنادى . . . يا ام مريم يا ام مريم يا هبه يا شبشب يا كندرة ردى ولي .,"['فيروز', ':', 'أي', 'تعالى', '.', '.', '.', '.', 'وتنادى', '.', '.', '.', 'يا', 'ام', 'مريم', 'يا', 'ام', 'مريم', 'يا', 'هبه', 'يا', 'شبشب', 'يا', 'كندرة', 'ردى', 'ولي', '.']","['B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'I-PERS', 'O', 'B-PERS', 'I-PERS', 'O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Iraq
1335,"فريال : تعالى يا ولية بلاش فضائح , سبيكى من الناس .","['فريال', ':', 'تعالى', 'يا', 'ولية', 'بلاش', 'فضائح', ',', 'سبيكى', 'من', 'الناس', '.']","['B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Egypt
1336,فيروز : ميش راح اسيبهم وبدي أشوف بدها ترد وله لاء .,"['فيروز', ':', 'ميش', 'راح', 'اسيبهم', 'وبدي', 'أشوف', 'بدها', 'ترد', 'وله', 'لاء', '.']","['B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Syria
1337,المشهد الثاني,"['المشهد', 'الثاني']","['O', 'B-ORDINAL']",Iraq
1338,"حبيبتي وكل حياتي . . . . كنت أحسها منك قد الدنيا , كنت أحس إني اسعد إنسانة واني طايرة","['حبيبتي', 'وكل', 'حياتي', '.', '.', '.', '.', 'كنت', 'أحسها', 'منك', 'قد', 'الدنيا', ',', 'كنت', 'أحس', 'إني', 'اسعد', 'إنسانة', 'واني', 'طايرة']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Saudi Arabia
1339,"بغيرك . . ليش . . . لأنه أنت ما في منك كثير . . . بس أنا زعلانه منك , هيك بطلت تحكى معي","['بغيرك', '.', '.', 'ليش', '.', '.', '.', 'لأنه', 'أنت', 'ما', 'في', 'منك', 'كثير', '.', '.', '.', 'بس', 'أنا', 'زعلانه', 'منك', ',', 'هيك', 'بطلت', 'تحكى', 'معي']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Jordan
1340,وتصرخ هبه بكريم وتقوم بضربه ولكنه لا يجيب ويحتبس الدموع بعينيه وفي هذه اللحظة موسيقي صامتة تعبر عن القهر وتخرج هبه من المسرح وهي تبكي وتقابل بطريقها مريم وهي قادمة من المدرسة وتحمل ورقة امتحان اللغة الانجليزية بعلامات كاملة وتقول لامها .,"['وتصرخ', 'هبه', 'بكريم', 'وتقوم', 'بضربه', 'ولكنه', 'لا', 'يجيب', 'ويحتبس', 'الدموع', 'بعينيه', 'وفي', 'هذه', 'اللحظة', 'موسيقي', 'صامتة', 'تعبر', 'عن', 'القهر', 'وتخرج', 'هبه', 'من', 'المسرح', 'وهي', 'تبكي', 'وتقابل', 'بطريقها', 'مريم', 'وهي', 'قادمة', 'من', 'المدرسة', 'وتحمل', 'ورقة', 'امتحان', 'اللغة', 'الانجليزية', 'بعلامات', 'كاملة', 'وتقول', 'لامها', '.']","['O', 'B-PERS', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LANGUAGE', 'O', 'O', 'O', 'O', 'O']",Oman
1341,مريم : شو فيه .,"['مريم', ':', 'شو', 'فيه', '.']","['B-PERS', 'O', 'O', 'O', 'O']",Jordan
1342,مريم : بابا شوف امتحان الانجليزي جبت فيه علامة كاملة .,"['مريم', ':', 'بابا', 'شوف', 'امتحان', 'الانجليزي', 'جبت', 'فيه', 'علامة', 'كاملة', '.']","['B-PERS', 'O', 'O', 'O', 'O', 'B-LANGUAGE', 'O', 'O', 'O', 'O', 'O']",Saudi Arabia
1343,"مريم : حبيبي رد عليا أنا مريم بنتك , بديش شيكل منك , رد عليا بس .","['مريم', ':', 'حبيبي', 'رد', 'عليا', 'أنا', 'مريم', 'بنتك', ',', 'بديش', 'شيكل', 'منك', ',', 'رد', 'عليا', 'بس', '.']","['B-PERS', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'O', 'O', 'B-MONEY', 'O', 'O', 'O', 'O', 'O', 'O']",Syria
1344,"مريم : ماما , ماما . . بابا مش راضى يرد عليا .","['مريم', ':', 'ماما', ',', 'ماما', '.', '.', 'بابا', 'مش', 'راضى', 'يرد', 'عليا', '.']","['B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Libya
1345,هبه : وكمان مش راضي ترد على بنتك . . . لا هذا وضع ما بقدر أعيش فيه .,"['هبه', ':', 'وكمان', 'مش', 'راضي', 'ترد', 'على', 'بنتك', '.', '.', '.', 'لا', 'هذا', 'وضع', 'ما', 'بقدر', 'أعيش', 'فيه', '.']","['B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Palestine
1346,"وتذهب هبه باتجاه الخزانة لتحضير أغراضها للذهاب لبيت أهلها , لكن مريم تنتبه لولدها انه فى حالة غير طبيعية وتسير مريم باتجاه هبه , وتقوم بنفض الحقيبة من ملابسها , وإذا بهبه تضرب مريم كف وهى تصرخ بها .","['وتذهب', 'هبه', 'باتجاه', 'الخزانة', 'لتحضير', 'أغراضها', 'للذهاب', 'لبيت', 'أهلها', ',', 'لكن', 'مريم', 'تنتبه', 'لولدها', 'انه', 'فى', 'حالة', 'غير', 'طبيعية', 'وتسير', 'مريم', 'باتجاه', 'هبه', ',', 'وتقوم', 'بنفض', 'الحقيبة', 'من', 'ملابسها', ',', 'وإذا', 'بهبه', 'تضرب', 'مريم', 'كف', 'وهى', 'تصرخ', 'بها', '.']","['O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'O', 'O', 'O', 'O']",Modern Standard Arabic
1347,تقع مريم وهي تبكي بكاء المغلوب أمره وتنظر لامها موسيقي تصورية,"['تقع', 'مريم', 'وهي', 'تبكي', 'بكاء', 'المغلوب', 'أمره', 'وتنظر', 'لامها', 'موسيقي', 'تصورية']","['O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Oman
1348,هبه : لا طبيعي بس هو بتخوت .,"['هبه', ':', 'لا', 'طبيعي', 'بس', 'هو', 'بتخوت', '.']","['B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Sudan
1349,ويعطيني شيكل . . . بابا عمره ما غلط عليك . . . وكان يحبك أكثر مني . . . شو مالك . . شو صار . .,"['ويعطيني', 'شيكل', '.', '.', '.', 'بابا', 'عمره', 'ما', 'غلط', 'عليك', '.', '.', '.', 'وكان', 'يحبك', 'أكثر', 'مني', '.', '.', '.', 'شو', 'مالك', '.', '.', 'شو', 'صار', '.', '.']","['O', 'B-MONEY', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Oman
1350,فهميني .,"['فهميني', '.']","['O', 'O']",Tunisia
1351,هبه تنظر بحنان لمريم وتحضنها وتقول . . . . : :,"['هبه', 'تنظر', 'بحنان', 'لمريم', 'وتحضنها', 'وتقول', '.', '.', '.', '.', ':', ':']","['B-PERS', 'O', 'O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Libya
1352,"هبه : خلص يا مريم , مش راح اسيبه , وهلاء بدي أشوف الدكتور هاني ابن خالتي واحكيله عن حالة","['هبه', ':', 'خلص', 'يا', 'مريم', ',', 'مش', 'راح', 'اسيبه', ',', 'وهلاء', 'بدي', 'أشوف', 'الدكتور', 'هاني', 'ابن', 'خالتي', 'واحكيله', 'عن', 'حالة']","['B-PERS', 'O', 'O', 'O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OCC', 'B-PERS', 'O', 'O', 'O', 'O', 'O']",Jordan
1353,ابوكي .,"['ابوكي', '.']","['O', 'O']",Libya
1354,وفي هذه اللحظة يسمع صوت الراديو بأخر الإخبار عن الاقتتال الداخلي واقتحام البيوت وشهداء هنا وهناك . . . وهنا يبكى كريم اشد البكاء حتى أن مريم تحضن أبوها بقوة وتبقي هبه تنظر لحالة زوجها وتذهب مسرعة خارج المسرح وتنادى عليها مريم .,"['وفي', 'هذه', 'اللحظة', 'يسمع', 'صوت', 'الراديو', 'بأخر', 'الإخبار', 'عن', 'الاقتتال', 'الداخلي', 'واقتحام', 'البيوت', 'وشهداء', 'هنا', 'وهناك', '.', '.', '.', 'وهنا', 'يبكى', 'كريم', 'اشد', 'البكاء', 'حتى', 'أن', 'مريم', 'تحضن', 'أبوها', 'بقوة', 'وتبقي', 'هبه', 'تنظر', 'لحالة', 'زوجها', 'وتذهب', 'مسرعة', 'خارج', 'المسرح', 'وتنادى', 'عليها', 'مريم', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'O']",Yemen
1355,مريم : وين يا ماما .,"['مريم', ':', 'وين', 'يا', 'ماما', '.']","['B-PERS', 'O', 'O', 'O', 'O', 'O']",Libya
1356,وترد وهي خارج المسرح هبه .,"['وترد', 'وهي', 'خارج', 'المسرح', 'هبه', '.']","['O', 'O', 'O', 'O', 'B-PERS', 'O']",Iraq
1357,هبه : بدى أروح أجيب الدكتور .,"['هبه', ':', 'بدى', 'أروح', 'أجيب', 'الدكتور', '.']","['B-PERS', 'O', 'O', 'O', 'O', 'B-OCC', 'O']",Jordan
1358,"الدكتور : واضح انه صحته كويسة , لكن فى عنده صدمة كبيرة واكتئاب حاد .","['الدكتور', ':', 'واضح', 'انه', 'صحته', 'كويسة', ',', 'لكن', 'فى', 'عنده', 'صدمة', 'كبيرة', 'واكتئاب', 'حاد', '.']","['B-OCC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Egypt
1359,مريم : يعنى حيطيب يا دكتور .,"['مريم', ':', 'يعنى', 'حيطيب', 'يا', 'دكتور', '.']","['B-PERS', 'O', 'O', 'O', 'O', 'B-OCC', 'O']",Egypt
1360,الدكتور : حيطيب وما في شي ما اله علاج .,"['الدكتور', ':', 'حيطيب', 'وما', 'في', 'شي', 'ما', 'اله', 'علاج', '.']","['B-OCC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Saudi Arabia
1361,الدكتور : والله مش عارف شو أقولك بس لازم يكون في اختلاف علشان يقدر يتحسن ولازم يكون هذا,"['الدكتور', ':', 'والله', 'مش', 'عارف', 'شو', 'أقولك', 'بس', 'لازم', 'يكون', 'في', 'اختلاف', 'علشان', 'يقدر', 'يتحسن', 'ولازم', 'يكون', 'هذا']","['B-OCC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Jordan
1362,"الاختلاف في اقرب فرصة , احسن ما يضيع منا .","['الاختلاف', 'في', 'اقرب', 'فرصة', ',', 'احسن', 'ما', 'يضيع', 'منا', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Tunisia
1363,"الدكتور : أنا قلت الك انه متعرض لصدمة كبيرة وهذا أدي لأنه يحصل معه هيك , بس مع هذا","['الدكتور', ':', 'أنا', 'قلت', 'الك', 'انه', 'متعرض', 'لصدمة', 'كبيرة', 'وهذا', 'أدي', 'لأنه', 'يحصل', 'معه', 'هيك', ',', 'بس', 'مع', 'هذا']","['B-OCC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Jordan
1364,هبه : أنت عارف كيف البلد بتمر بوضع عمرنا ما شفنا زيه . . فعلشان الحصار المفروض علينا الدول,"['هبه', ':', 'أنت', 'عارف', 'كيف', 'البلد', 'بتمر', 'بوضع', 'عمرنا', 'ما', 'شفنا', 'زيه', '.', '.', 'فعلشان', 'الحصار', 'المفروض', 'علينا', 'الدول']","['B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Egypt
