Sentence_id,sentence
1939,"قرم عتيق و كبير بالعمر"
1940,"سيوي دغري"
1941,"ضنضرما بوظة"
1942,"برّاكة كشك - كولابا"
1943,"ونّاسة نوّاسة"
1944,"ترانشكوت مانطو ) جاكيت ("
1945,"فستوكة يقال عن بنت أنها فستوكة أي أنها لا تزال صغيرة مثلي أنا"
1946,"سقسوقة سندويشة جبنة"
1947,"مقرمد يقال عن الشيء اللي ملزق و يبسان عليه وسخ"
1948,"طنفسة سداجة والمثل الشهير : متل طنفسة النديانة شرح المثل : يقال عن الشخص المنيل عديم المروة ويتم تشبيهه بالسداجة عندما تتغسل بالمي تصبح ثقيلة جدا"
1949,"معنطز .. شايف حالو"
1950,"بشقة يعني شغلة كبيرة عظيمة"
1951,"سهسك ضحك بصوت عالي"
1952,"بركي لعل"
1953,"معلاق : تقال للشخص الغليظ"
1954,"طلع راس بعب تقال إذا كانت الشغلة على القد تمام"
1955,"عالهس النس يقال عن الشخص التحتاني ( يعني اللي من تحت لتحت )"
1956,"عرقية القبعة التي توضع على الرأس أثناء الصلاة"
1957,"طشم بهيم"
1958,"مفجلق قليل الحياء"
1959,"مشفتر يعني قليل الأدب"
1960,"طابوية سدادة القناني"
1961,"برطوش حرف أو حد ويكون مرتفع قليلا عن الأرض"
1962,"مشطوط مجلوق = آخد وش = يتدخل فيما لا يعنيه بأريحية"
1963,"سفط علبة"
1964,"جاتين صعب أو مستحيل"
1965,"مافي تشارة = لا أمل"
1966,"مجقة = قبلة"
1967,"جمجاية مغرفة"
1968,"وفي القلب المكاني للأحرف نشير إلى بعض الكلمات الحلبية وهي :"
1969,"سدّاجة : سجادة"
1970,"معْلقة : ملعقة"
1971,"جوز : زوج"
1972,"أهبل : أبله"
1973,"زلغط : زغرد"
1974,"جنزبيل : زنجبيل"
1975,"أما في الإبدال فأيضا يوجد عدة كلمات"
1976,"تلكع : تلكأ"
1977,"عنين : أصلها أنين"
1978,"انقمط : انمقت"
1979,"صنط : نصت"
1980,"سجر : شجر"
1981,"ظغير : صغير"
1982,"خسيل : غسيل"
1983,"فسط : وأصلها في وسط"
1984,"مشان : وأصلها من أجل"
1985,"منين : من أين"
1986,"لسع : ل الساعة"
1987,"اشّو : أي شيء هو"
1988,"بعدين : بعد أن"
1989,"خوخ حمص فريكة تبن فجل سفرجل كبش حردون ساطور"
1990,"إبريق بابوج تازة تخت سنبوسك جاكوجة"
1991,"دمجانة صوج أرمغان قاظان جادر كمر ناظيك بقجة بلطجي راجيته دكمة"
1992,"طاولة جمنتو موضة"
1993,"جاروخ قن تمقلس"
1994,"شنص مازورة مانطو موبيليا دركسيون"
1995,"نيييم : نايم"
1996,"بيرك : بارك"
1997,"إكل : آكل"
1998,"شيرب : شارب"
1999,"محشي بدلا من محشو"
2000,"مقلي بدلا من مقلو"
2001,"شريه بدلا من شروه"
2002,"جرجر بدلا من جرّر وكذلك قصقص شقشق فكفك"
2003,"تثليث الثنائيات :"
2004,"شفة : شفّة"
2005,"دمه : دمّه"
2006,"يد : إيد"
2007,"خالفوا الحلبية في التصغير فعوضوا عن الياء بالواو :"
2008,"قطقوطة كبكوبة بصبوصة قتّورة"
2009,"طوروا بعض الأوزان :"
2010,"تمسكن تملعن تدلعن تولدن تنسون"
2011,"مطّوا بعض الحروف :"
2012,"عمود : عامود"
2013,"خروف : خاروف"
2014,"كم : كام"
2015,"إبط : باط"
2016,"تعال : تعا"
2017,"رايح : راي"
2018,"هجر : هج"
2019,"ضجر : ضاج"
2020,"العباي - العبا - العباية : من العربية أصلها العباءة والعباية : كساء خارجي لا كم له ويسمون من يبيعها : العبهجي والجمع : العبهجية"
2021,"وسوق العبي من أسواق حلب"
2022,"ومن أنواع العبايات : العباية الحردونية والعباية العباسية والعباية الدبوسية والعباية الزنارية"
2023,"من معجزات اللهجة الحلبية :"
2024,"طيب = لذيذ"
2025,"طيب = حاضر"
2026,"طيب = وبعدين شو صار"
2027,"طيب = على قيد الحياة"
2028,"طيب = ماشي يسلمو"
2029,"طيب = خلص خراس"
2030,"طيب = درويش"
2031,"طيب : أنا بورجيك"
2032,"وأنا معدي من التلل شفتلك شقفة بتقلو للقمر غيب لأبرك محلك رقيب"
2033,"رحنا أنا و العينتين أخدنالك شاليه شي فرجه وعلى كيوف كيوفك"
2034,"وانا ريجع عالبيت شفتلك واحد عونطجي سفقتلك ياه كف خليتو يبرم بأرضو"
2035,"اندفس : اذهب إلى النوم"
2036,"عوجه : كوع"
2037,"سيوي : دغري"
2038,"أنضرة : الكندرة"
2039,"تاسومة : السكربينة"
2040,"دوينات : كفوف"
2041,"هلقنة : هلق"
2042,"الضنضرما : بوظا"
2043,"السداجة : للسجاد"
2044,"الديوانة : الكنباية"
2045,"لاصطيكة : مطاطة"
2046,"مصرات : مصاري"
2047,"طاول طاول : أبدا"
2048,"السحّابة : درج"
2049,"طنطويلي : طويل"
2050,"ايخريتا : آخرها"
2051,"يا طخو يا كسور مخو"
2052,"رزق الهبل ع المجانين"
2053,"نص جهيزك يا أمون قماقيم وصحون"
2054,"كار مو كارك بيخرب ديارك"
2055,"ع قد لحيفك مد إجريك"
2056,"يخمّ ولا تاكلو حماتي"
2057,"أعزائي الدارسين والدارسات الكسلانين و الكسلانات الأحياء منكم والأموات"
2058,"طفولي التلفزيون وعلو الصوت وسمعو سقسقة الدهنة يا شحار راسي عهل أصوات البقبقية"
2059,"لحمة بفرن أو محوشة أو سبع دول إش عرفني"
2060,"بعرف إنكن بتعرفوا إش منحطلا"
2061,"هلق بقا خود تعليقات ليش هيك سودة وليش هيك شقرا وليش وليش لك سيدتي إذا ما طلعت معك هيك مقمرة ومشلوطة أبوس إيديكي لا تعمليها وتعذبي حالك ???????? و تحري الحجي آخر النهار"
2061,"هلق بقا خود تعليقات ليش هيك سودة وليش هيك شقرا وليش وليش لك سيدتي إذا ما طلعت معك هيك مقمرة ومشلوطة أبوس إيديكي لا تعمليها وتعذبي حالك 😂😂 و تحري الحجي آخر النهار"
2062,"البنات حناين .... والصبيان للكناين"
2063,"الجار عبسأل جاره مرتك إش جابت ؟"
2064,"جابت بنت ... و أنت ؟"
2065,"مرتي جابتلي الصبي السابع ... أنت صار عندك سبع بنات وأنا عندي سبع صبيان"
2066,"كل ما يشوف جاره يقوله يا أبو البنات والجار يزعل من الكلمة ويسكت"
2067,"وبعد ما انقضى العمر وكل واحد فيهم جوز ولاده السبعة وعاش لوحده في ليلة أبو الصبيان زار جاره أبو البنات لقاه قاعد يتعشى أكل طيب ولبسه نضيف ومكانه نضيف"
2068,"قاله مين اللي عاملك كل هاد"
2069,"قاله كل يوم بتيجي بنت من البنات بتحممني وتنضف البيت وتعملي أكل وتروح"
2070,"قاله كل يوم ؟ كيف بتلحق بيتها و ولادها و زوجها وأنت كمان ؟"
2071,"قاله إي مقسمين الأسبوع عليهم كل وحدة فين يوم"
2072,"أبو الصبيان قعد جنبه وقاله : أبو البنات بنام متعشي و دفيان وأبو الصبيان ينام ع جوع و بردان"
2073,"مراحل الزواج في حلب :"
2074,"شوفت النسوان"
2075,"شوفت العريس للعروس"
2076,"جلسة تعارف للأهل"
2077,"فصل الحق"
2078,"الخطبة مع تلبيس الخواتم"
2079,"كتب الكتيب مع عزيمة الكتيب"
2080,"مد الجهيز مع عزيمة على الغدا"
2081,"العرس : عرس النسوان + تلبيسة الرجال"
2082,"الصبحية ومع عزيمة الصبحية"
2083,"من زمان أنا بسمع أهل أول بئولوا حلب جورة الهم وبالشتي غريء وبالصيف حريء"
2084,"حلب هم للأعداء و شوكه بعيون الحساد بلنسبة إلنا أهلها هي جنتنا و كلشي حلو شفناه بحياتنا"
2085,"بخصوص المربعينية ، المشبك بحلب نلجأ للمشبك في أيام المربعينية البيردة"
2086,"الحلو الي فيو بيعطي دفا كويس ، إضافة لشكلو الظريف جدا وسعرو المنطقي نسبياً"
2087,"في محل بالجميلية قدام فلافل النزهة عالزاوية ، بسوي قطايف ، لقم ومشبك"
2088,"بالإضافة للشغلات اللي بتفرفح القلب عندو من روايح القطر و القرفة اللي معبية الدنيا ومنظر القرص وهو عم يدور ويلف ببرميل القطر والقطايف هنن عم ينزلو للقلي"
2089,"هالمحل عندو شي كتير مميز : الدور"
2090,"ع حد علمي مافي أي مكان تاني بحلب في دور منظم لهل الدرجة"
2091,""""" يا جماعة ....... الميتين لمين ؟ """""
2092,""""" أبو الألف .... القطايف بلبة ولا بجوز """""
2093,"اش في محلات منظومة بحلب بتسوي مشبك غير صاحبنا هاد اللي بالجميلية ؟"
2094,"أبو علي سائق هونداية ، ولكنه يمارس السياسة منذ زمن بعيد ، ويمكن القول أن كثيرين ممن هم في قيادة الحزب الآن انتسبوا إلى هذا الحزب على يدي أبي علي ، غير أن محدودية أبو علي وضحالته الفكرية منعته من الارتقاء في المناصب الحزبية ، ولهذا فإن لأبي علي مكانة في الحزب تفوق مكانته في الحياة بما لا يقارن ، فمن يراه في سوق الهال يرمي السحاحير في صندوق هوندايته وعلى قميصه بقع تركتها عصائر مختلفة لخضار وفواكه متنوعة ، لا يقول أنه الشخص نفسه الذي يدخل إلى مكتب الوزير دون إحم ولا دستور ويخاطبه ويقبل شاربيه : كيفك أبو عبدو"
2095,"ثم يرتمي على الكنبة الوثيرة في مكتب الوزير و ينتزع قدميه المتعبتين من الحذاء و يضعهما على التربيزة الزجاجية : وصيلنا على شاي خاي"
