Sentence_id,sentence,,,,,,,
1893,"دخول كريم المسرح مرميا على الأرض وأيضا الحقيبة التي معه """" إضافة موسيقي تصورية حزينة """" ويحاول بصعوبة كريم الترهل للحركة ويفك رابطة القرافة عن عنقه ويسير مترنحا في الشارع حتى وصوله للحارة وتراه بعض جارات الحارة المملات وهن كالعادة جلسات على قارعة الطريق بدقوا حنك "," وتميل فيروز باتجاه فريال والتى هى بدورها تقشر البصل وتقول : :""""",,,,,,
1894,فيروز : شايفة الهامل الهلس جاي على الحارة سكران .,,,,,,,
1895,"فريال : يمكن تعبان يا ولية من الشغل , حرام عليك .",,,,,,,
1896,فيروز : أي ما بحظ بذمتي إذا ما كان متزوج وحدة ثانية .,,,,,,,
1897,"فريال : اسكتي يا ولية شو بتخبصي أي والله كريم ما في أحسن ولا اجدع منه , أي أنا",,,,,,,
1898,"بنسي يوم طلب منه زوجي فلوس وأعطاه , والله ما قصر .",,,,,,,
1899,فيروز : شوفي شوفي بكلم بحاله .,,,,,,,
1900,فريال : أي والله أنا ميش شايفة أشي .,,,,,,,
1901,فيروز : ايي انجرحت .,,,,,,,
1902,فريال : بتستاهلي قاعدة بتحكي وبتنكبي بالراجل .,,,,,,,
1903,فيروز : قومي وحدة عميه ما بتستاهلي الوحدة تقعد معك .,,,,,,,
1904,فريال : أنا عميه . . يا مجنونة .,,,,,,,
1905,"فيروز : أي والله لاوريكي تعالى جاي . """" تركض خلف فريال """"""""",,,,,,,
1906,خروج فريال وفيروز من المسرح وسماع صوت فريال وهى تبكى من شدة ضرب فيروز لها .,,,,,,,
1907,الفصل الثاني,,,,,,,
1908,"كريم يمشى داخل المسرح شمال ويمين بعصبية وبشكل يدعو للخوف """" إضافة موسيقى تصورية تعبر عن مدى الخوف والغضب """" . . . دخول هبه زوجة كريم وهى مستغربة من تصرفات كريم .""""",,,,,,,
1909,هبه : كريم . . كريم شو مالك . . كريم . . كريم,,,,,,,
1910,تقوم هبه بالوقوف أمامه حتى يراها ولكنه لا يعطيها اهتمام وكأنه لم يراها ويقف كريم بشكل مفاجأ ويقول .,,,,,,,
1911,كريم : قال زبالة قال .,,,,,,,
1912,ويستمر بالسير على ما كان عليه,,,,,,,
1913,هبه : كريم رد عليا أحسن ما أروح على دار أهلي .,,,,,,,
1914,فجأة صوت راديو يتحدث عن الأحداث الداخلية وعن توقع هجوم علي قطاع غزة .,,,,,,,
1915,"كريم : سامعة الراديو , بدهم يموتونا , بدهم يحرقونا , بدهم يخلونا زبالة , بدي أموت بدي أموت .",,,,,,,
1916,ويحاول كريم قتل نفسه ولكن هبه تستطيع منعه وتهدئته وتأتى مريم مسرعة وتقوم بحضن أبوها,,,,,,,
1917,وهى تنادى .,,,,,,,
1918,مريم : بابا بابا بابا , أنا بحبك ," مالك احكي لي مالك . """" وتقوم بتقبيله """"""""",,,,,
1919,"لكن حينها يفقد كريم ما تبقى من الإدراك والإحساس وتقوم هبه بمساندة كريم على الوقوف وإخراجه من المسرح , وفى لحظة خروج كريم ومريم وهبه . . تدخل فيروز فريال .",,,,,,,
1920,فيروز : أسمعتي . . . . : :,,,,,,,
1921,"فريال : لاء ما سمعتش .",,,,,,,
1922,"فيروز : ولك كانوا يصرخوا , يمكن طلقها .",,,,,,,
1923,فريال : لا يا فصيحة وشو عرفك .,,,,,,,
1924,فيروز : ما هو أي واحد بصرخ بكون طلق مرته .,,,,,,,
1925,"فريال : هههه باستهزاء , لا . . شاطرة وفهمانه يخزى العين عنك .",,,,,,,
1926,فيروز : اسمعي تعالى تندق علي هبه ونشوف شو الموضوع .,,,,,,,
1927,فريال : ولك سيبى الناس فى حالهم .,,,,,,,
1928,فيروز تمسك يد فريال بقوة وتجرها وهي تقول,,,,,,,
1929,فيروز : أي تعالى . . . . وتنادى . . . يا ام مريم يا ام مريم يا هبه يا شبشب يا كندرة ردى ولي .,,,,,,,
1930,"فريال : تعالى يا ولية بلاش فضائح , سبيكى من الناس .",,,,,,,
1931,"فيروز : ميش راح اسيبهم وبدي أشوف بدها ترد وله لاء .",,,,,,,
1932,"فريال : طب نادي براحتك , وأنا هيني مروحة .",,,,,,,
1933,"فيروز : ما اخف دمك , طيب . . طيب خذني معك .",,,,,,,
1934,المشهد الثاني,,,,,,,
1935,"وصف المكان : غرفة نوم , كنب أو سرير صغير , وتكون هبة في أبهي صورة للزوجة المثالية وهي ترتب ملابسها أو تسرح شعرها ويكون كريم جالس على السرير بشكل يأس وصامت لا يتحرك , وتسير هبه باتجاهه وهي تحاول مداعبته ليخرج من الحالة التي هو فيها وهى تقترب منه وتجلس بجانبه وهى وتراجع الذكريات .",,,,,,,
1936,"هبه : بتذكر أيام زمان , أيام الخطوبة , أيام ما كانوا يسألوك أصحابك مين هذه بتكون , كنت تقولهم هذه",,,,,,,
1937,"حبيبتي وكل حياتي . . . . عارف كنت أحسها منك قد الدنيا , كنت أحس إني اسعد إنسانة واني طايرة",,,,,,,
1938,وانك أنت ملاكي . . . عارف يا كريم عمري ما حبيت ولا عرفت الحب غير معك ولا عمري حأفكر,,,,,,,
1939,"بغيرك . . عارف ليش . . . لأنه أنت ما في منك كثير . . . بس أنا زعلانه منك , هيك بطلت تحكى معي",,,,,,,
1940,زى الأول . . شكلك بطلت تحبني . . . كريم رد عليا . . . . مالك . . . كريم رد بقولك . . . أنا هبه حبيبتك,,,,,,,
1941,وزوجتك .,,,,,,,
1942,"وتصرخ هبه بكريم وتقوم بضربه ولكنه لا يجيب ويحتبس الدموع بعينيه وفي هذه اللحظة """" موسيقي صامتة تعبر عن القهر """" وتخرج هبه من المسرح وهي تبكي وتقابل بطريقها مريم وهي قادمة من المدرسة وتحمل ورقة امتحان اللغة الانجليزية بعلامات كاملة وتقول لامها .""""",,,,,,,
1943,مريم : شو فيه .,,,,,,,
1944,"لكن هبه تستمر بالبكاء وتخرج من المسرح وتقف مريم باستغراب لما حدث وتمتص الصدمة بأقل من نصف دقيقة , وتذهب باتجاه أبوها كريم لتريه ورقة الامتحان .",,,,,,,
1945,مريم : بابا شوف امتحان الانجليزي جبت فيه علامة كاملة .,,,,,,,
1946,لكن كريم لا يرد ويحتبس دموعه ومريم تستمر بالتحدث اله لكنه لا يجيب وتبكي مريم وهى تكلمه .,,,,,,,
1947,"مريم : حبيبي رد عليا أنا مريم بنتك , بديش شيكل منك , رد عليا بس .",,,,,,,
1948,"لا حياة لمن تنادي """" موسيقي تصورية """" وتدخل هبه زوجة كريم بانفعال وتوثر وقد بان عليها قد أخذت قرار "," وتركض مريم باتجاه هبه وهى تقول .""""",,,,,,
1949,"مريم : ماما , ماما . . بابا مش راضى يرد عليا .",,,,,,,
1950,هبه : وكمان مش راضي ترد على بنتك . . . لا هذا وضع ما بقدر أعيش فيه .,,,,,,,
1951,"وتذهب هبه باتجاه الخزانة لتحضير أغراضها للذهاب لبيت أهلها , لكن مريم تنتبه لولدها انه فى حالة غير طبيعية وتسير مريم باتجاه هبه , وتقوم بنفض الحقيبة من ملابسها , وإذا بهبه تضرب مريم كف وهى تصرخ بها .",,,,,,,
1952,هبه : شو اللي بتعمليه يا غبية .,,,,,,,
1953,"تقع مريم وهي تبكي بكاء المغلوب علي أمره وتنظر لامها """" موسيقي تصورية """"""""",,,,,,,
1954,مريم : بابا مش طبيعي . . ما تسبيه بهذه المحنة .,,,,,,,
1955,هبه : لا طبيعي بس هو بتخوت .,,,,,,,
1956,"مريم : لا مش طبيعي , وبابا ما عمره تخوت , بابا مش هيك . . . بابا كل يوم الصبح كان يبوسني",,,,,,,
1957,ويعطيني شيكل . . . بابا عمره ما غلط عليك . . . وكان يحبك أكثر مني . . . شو مالك . . شو صار . .,,,,,,,
1958,فهميني .,,,,,,,
1959,هبه تنظر بحنان لمريم وتحضنها وتقول . . . . : :,,,,,,,
1960,"هبه : خلص يا مريم , مش راح اسيبه , وهلاء بدي أشوف الدكتور هاني ابن خالتي واحكيله عن حالة",,,,,,,
1961,ابوكي .,,,,,,,
1962,"وفي هذه اللحظة يسمع صوت الراديو بأخر الإخبار عن الاقتتال الداخلي واقتحام البيوت وشهداء هنا وهناك . . . وهنا يبكى كريم اشد البكاء حتى أن مريم تحضن أبوها بقوة وتبقي هبه تنظر لحالة زوجها وتذهب مسرعة خارج المسرح وتنادى عليها مريم .",,,,,,,
1963,مريم : وين يا ماما .,,,,,,,
1964,وترد وهي خارج المسرح هبه .,,,,,,,
1965,هبه : بدى أروح أجيب الدكتور .,,,,,,,
1966,"وهنا تأتي لمريم فكرة لتشغيل أغنية """" نانسي عجرم """" شخبط شخبيط """" لترفيه عن ولدها وتقوم بمحاولة استنهاض ولدها لترقص معه . . . . . . وهنا بعد نهاية الأغنية تدخل زوجة كريم هبه والدكتور المسرح وتغلق مريم المسجل وتقوم هبه باجلاس كريم على السرير لكي يتمكن الدكتور من فحصه .""""",,,,,,,
1967,"الدكتور : واضح انه صحته كويسة , لكن فى عنده صدمة كبيرة واكتئاب حاد .",,,,,,,
1968,مريم : يعنى حيطيب يا دكتور .,,,,,,,
1969,الدكتور : انشالله حيطيب وما في شي ما اله علاج .,,,,,,,
1970,هبه : آه يا دكتور شو . . . : :,,,,,,,
1971,الدكتور : والله مش عارف شو أقولك بس لازم يكون في اختلاف علشان يقدر يتحسن ولازم يكون هذا,,,,,,,
1972,"الاختلاف في اقرب فرصة , احسن ما يضيع منا .",,,,,,,
1973,هبه : لهدرجة حالته صعبة .,,,,,,,
1974,"الدكتور : أنا قلت الك انه متعرض لصدمة كبيرة وهذا أدي لأنه يحصل معه هيك , بس انشالله مع هذا",,,,,,,
1975,"العلاج راح يتحسن , بس احكيلى هو شو صار معه .",,,,,,,
1976,هبه : أنت عارف كيف البلد بتمر بوضع عمرنا ما شفنا زيه . . فعلشان الحصار المفروض علينا الدول,,,,,,,
1977,المانحة,,,,,,,
1978,"سحبت الفلوس , وهيك قلصوا عدد الموظفين .",,,,,,,
1979,"الدكتور : آه فهمت خلص , طيب شو أكثر شى بكرهوا ? .",,,,,,,
1980,مريم : نشرت الأخبار . . . بقعد يعيط لما بسمعها .,,,,,,,
1981,"الدكتور : آه . . هو بسمع كل شي وبتأثر من أي شي , يبقي إحنا بخير , بس هو رافض الكلام علشان",,,,,,,
1982,بعرف انه مش راح يغير شي بالواقع فعلشان هيك فضل الصمت .,,,,,,,
1983,هبه : يا دكتور أنا زوجته كيف برفض يحكي معي وهذه بنته يعني إحنا كل شي بحياته .,,,,,,,
1984,"الدكتور : ضروري تفهمي انه المريض بوضعية خاصة , بس أنتي حاولي تعملي تغير يعنى بدل الإخبار",,,,,,,
1985,"يسمع فيروز . . خليه يحس بالحنان والأمان وما تتركوه لحاله , هذا أهم شي .",,,,,,,
1986,هبه : شكرا يا دكتور .,,,,,,,
1987,الدكتور : ولو هذه اقل خدمة بعملها لبنت خالتي ولو احتجتي لأي شي حتى لو كان بنص الليل اتصلي,,,,,,,
1988,فيا .,,,,,,,
1989,هبه : بدري . استني اشرب شاي .,,,,,,,
1990,"الدكتور : يالله معلش مرة ثانية , انشالله بوقت أحسن .",,,,,,,
1991,يخرج الدكتور ويسمع فريال وفيروز من خارج المسرح .,,,,,,,
1992,"فيروز : شوفتى طلع الدكتور من بيتهم , يمكن طعنها بالسكينة .",,,,,,,
1993,"فريال : ياشيخة والله انك وحده فاضية وبتكبري الموضوع , يمكن مريم عيانه .",,,,,,,
1994,فيروز : عيانه قلتلي اه عيانه .,,,,,,,
1995,وفى انتباه شديد تسمع هبه ومريم الحوار وتقول وهي تنظر لمريم,,,,,,,
1996,هبه : انا مش خايفة الا من فيروز لتعرف .,,,,,,,
1997,مريم : وما تعرف . . وشو يعني .,,,,,,,
1998,"هبه : يعنى انه انفضاحنا وصات سيرتنا علي كل لسان , أنتي عارفة لو تسرب خبر هيك وله هيك للحارة",,,,,,,
1999,ما راح يرحمونا وراح يصيروا يحكوا انه ابوكي مجنون . . اصحي تجيبي سيرة لحدا .,,,,,,,
2000,مريم : لحدا مين يعني هو أنا بعرف احكي الله يسامحك .,,,,,,,
2001,هبه : طيب طيب قومي يا فالحة جيبي اللبن والخبز من الثلاجة علشان بعد هيك أبعتك تجيبي العلاج من,,,,,,,
2002,الصيدلية .,,,,,,,
2003,"مريم : حاضر هيني رايحة , خدمات ثانية .",,,,,,,
2004,هبه : يالله ولي روحي انصرفي .,,,,,,,
2005,"وتخرج مريم من المسرح لتأتي بالطعام وتقوم هبه بتغير قميص كريم وتمشيط شعره وتكون في هذه اللحظة """" موسيقي رومانسية """" "," وتدخل مريم وتشاهد أمها وتقول .""""",,,,,,
2006,مريم : يا عيني يا عيني .,,,,,,,
2007,هبه : استحي ولى . . مش جوزي . . . حطي اللي بأيدك وروحي جيبي الدوا من الصيدلية .,,,,,,,
2008,مريم : طيب حاضر يا أستاذة ماما .,,,,,,,
2009,"وتخرج مريم من المسرح وبعد تسريح شعر كريم وإطعامه """" موسيقي لفيروز . . . شايف البحر شو بعيد كبر البحر بحبك """" . . . . . . وبعد إطعامه تقوم هبه وتخرج من المسرح وهى تقول له .""""",,,,,,,
